text,Comment,Pattern Category,Pattern Type,Where in website?,label
2day 13:49:51 Left,Counter resets,Urgency,Countdown Timer,Product Page,1
Hurry up! Sale Ends in,Product detail,Urgency,Countdown Timer,Product Page,1
B-Series Truck remotes,Account creation,Not Dark Pattern,Hard to Cancel,Product Page,0
Red Tops,Free netflix that recurs,Not Dark Pattern,Activity Notification,Product Page,0
 JOINT Oil ,Periodic popup,Not Dark Pattern,Activity Notification,Product Page,0
Limited Stock,Product detail,Scarcity,Low-stock Message,Product Page,1
Orthopedic,Cart,Not Dark Pattern,Hard to Cancel,Other Page,0
Retro Cordless Edison Bulb Lamp,Cart,Not Dark Pattern,Hard to Cancel,Other Page,0
93 PEOPLE HAVE BOUGHT THIS PRODUCT TODAY,Product detail,Social Proof,Activity Notification,Product Page,1
Speed Lace Accessory Kit - Silver,Periodic popup,Not Dark Pattern,Activity Notification,Product Page,0
"No, thanks. I'd rather pay full price.",Popup,Misdirection,Confirmshaming,Product Page,1
LIMITED TIME OFFER : Grab a Matching Pair & save up 60%!,All products on sale? No deadline.,Misdirection,Limited-time Message,Product Page,1
Americas,Cart,Not Dark Pattern,Hard to Cancel,Other Page,0
Here to help,Detail section for opt-out,Not Dark Pattern,Hard to Cancel,Other Page,0
 Comfy and looks great ,Popup,Not Dark Pattern,Confirmshaming,Product Page,0
Creators' Council,Cart,Not Dark Pattern,Hard to Cancel,Other Page,0
Yes! Upgrade my purchase,Popup,Misdirection,Confirmshaming,Product Page,1
"Jeremy in Warroad, United States purchased a",Periodic popup,Social Proof,Activity Notification,Product Page,1
Kick those cravings,Account creation,Not Dark Pattern,Hard to Cancel,Product Page,0
 Brushes + Tools ,Cart,Not Dark Pattern,Hard to Cancel,Other Page,0
Free climate compensated shipping & returns,Banner,Not Dark Pattern,Limited-time Message,Product Page,0
Deal expires in: 03 hrs 25 mins 22 sec,Product detail,Urgency,Countdown Timer,Product Page,1
FREE SHIPPING // FOR A LIMITED TIME ONLY,Banner,Urgency,Limited-time Message,Product Page,1
 Read More ,Popup,Not Dark Pattern,Confirmshaming,Product Page,0
"Location: Kansas City, MO",Periodic popup,Not Dark Pattern,Activity Notification,Product Page,0
"Find your local store, view opening hours and find out where you can get your latest pickup in-store!",Email to cancel,Not Dark Pattern,Hard to Cancel,Other Page,0
only 5 left in stock!,Product detail,Scarcity,Low-stock Message,Product Page,1
Casual Wear,Cart,Not Dark Pattern,Hard to Cancel,Other Page,0
40% OFF EVERYTHING* ENTER: 40PLT + FREE SHIPPING OVER $80 HURRY! LIMITED TIME ONLY,Banner,Urgency,Limited-time Message,Product Page,1
 Resend One time Pin ,Product detail,Not Dark Pattern,Low-stock Message,Product Page,0
Case Material,Periodic popup,Not Dark Pattern,Activity Notification,Product Page,0
"Natalie in Graham, United States purchased a FREE BTS Answer Magic Pillow about 1 hour ago",Periodic popup,Social Proof,Activity Notification,Product Page,1
tedpullin,Cart,Not Dark Pattern,Hard to Cancel,Other Page,0
Custom Women's Apparel,Cart,Not Dark Pattern,Activity Notification,Product Page,0
Ask a Question,Cart,Not Dark Pattern,Hard to Cancel,Other Page,0
Discontinued Item,Product detail,Not Dark Pattern,Low-stock Message,Product Page,0
Order Subtotal $19.99 Standard Delivery $12.99 Care & Handling $2.99 Tax $2.38 Total $38.35 Savings Today $10.00,19.99 becomes 38.35. Care and handling is not disclosed. The others are disclosed in small gray font.,Sneaking,Hidden Costs,Checkout Process,1
No I'd rather not hear about exclusive offers and discounts.,Popup,Misdirection,Confirmshaming,Product Page,1
"No thanks, I’d rather pay more",Popup,Misdirection,Confirmshaming,Product Page,1
Only 3 left in stock!,Product detail,Scarcity,Low-stock Message,Product Page,1
 Don't leave without taking discount ,Popup,Not Dark Pattern,Confirmshaming,Product Page,0
View your order history,Banner. Shown for all products.,Not Dark Pattern,High-demand Message,Product Page,0
What people are saying about us...,Product detail,Social Proof,Activity Notification,Product Page,1
Hydration,Cart,Not Dark Pattern,Hard to Cancel,Other Page,0
Act now and save $12.99. Limited time only!,Banner,Urgency,Limited-time Message,Product Page,1
Only 13 left!,Product detail,Scarcity,Low-stock Message,Product Page,1
"If your JR Plus membership has renewed automatically, you have seven (7) days after payment is taken to cancel your annual membership. You must contact Customer Service at (888) 574-3576 within this window and not have made any eligible purchase using the JR Plus service. You will then be provided with a full refund of your membership fee for the renewal year and the JR Plus service will be cancelled from your account. If you cancel during any renewal year after the seven (7) day window expires, you are not entitled to any refund of the renewal fee, even if you have not made any eligible purchase during the renewal term.",Call to cancel,Obstruction,Hard to Cancel,Other Page,1
Tick here if you do not want to receive Promotional Offers by Post Tick here if you do wish to receive Promotional Offers by email and/or SMS Tick here if you would like to receive Offers from selected third parties,Double negative,Misdirection,Trick Questions,Checkout Process,1
40% OFF EVERYTHING* ENTER: 40PLT + FREE SHIPPING ON ALL ORDERS OVER $80 ,Banner,Urgency,Limited-time Message,Product Page,1
about us,Adding to cart results in upselling,Not Dark Pattern,Activity Notification,Product Page,0
 Microsoft Xbox One S Wireless Controller » ,Product detail,Not Dark Pattern,Low-stock Message,Product Page,0
Carports & Garages,Cart,Not Dark Pattern,Hard to Cancel,Other Page,0
You may cancel your membership at any time by calling us at at 855-861-2573 (6:00AM – 5:00PM PST) or by emailing support@luckytacklebox.com. California residents may also cancel your subscription by accessing your Account through the Site.,Call to cancel,Obstruction,Hard to Cancel,Cart Page,1
"Hurry, only 5 left",Product detail,Scarcity,Low-stock Message,Product Page,1
"After trying several other shades of red, I’ve tried this one and just love it. It is the perfect shade of brown with beautiful red highlights, very rich color, and very beautiful.",Product detail,Not Dark Pattern,High-demand Message,Product Page,0
No thanks! I don't like deals,Popup,Misdirection,Confirmshaming,Product Page,1
 Ireland EUR,Cart,Not Dark Pattern,Hard to Cancel,Other Page,0
Fashion Forward,Double negative,Not Dark Pattern,Hard to Cancel,Other Page,0
"You may cancel your Minted More membership at any time by contacting Minted Customer Service at www.minted.com/help. If you cancel your membership before your Minted More gift box has shipped, we will refund your full membership fee; provided that we may charge you (or withhold from your refund) the value of Minted More discount benefits used by you and your account prior to cancellation. If you cancel at any other time, your membership fee is non-refundable.",Call to cancel,Obstruction,Hard to Cancel,Other Page,1
Optics and Mounts,Popup,Not Dark Pattern,Confirmshaming,Product Page,0
Don't Know Pincode?,Popup,Not Dark Pattern,Confirmshaming,Product Page,0
"SALE ENDS IN 19 DAYS, 9 HOURS, 50 MINUTES, 54 SECONDS",Product detail,Urgency,Countdown Timer,Product Page,1
Your order is reserved for 29:52 minutes!,Cart page. JS resets on reload. Popular countdown library (spanish).,Urgency,Countdown Timer,Checkout Process,1
"NA-KD, White",Periodic popup,Not Dark Pattern,Activity Notification,Product Page,0
Game Extraction & Prep,Cart,Not Dark Pattern,Hard to Cancel,Other Page,0
Golf Remotes,Cart,Not Dark Pattern,Hard to Cancel,Other Page,0
Baby Girl Shoes,Doesn't tell you about the recurring charge until final review.,Not Dark Pattern,Confirmshaming,Product Page,0
 Books About Indian Culture ,Adding to cart results in upselling,Not Dark Pattern,Pressured Selling,Product Page,0
"For any other inquiries, Click here",Product detail,Not Dark Pattern,Activity Notification,Product Page,0
Round Boards,Cart,Not Dark Pattern,Hard to Cancel,Other Page,0
LIMITED TIME ONLY,Product detail,Urgency,Limited-time Message,Product Page,1
Only 9 left!,Product detail,Scarcity,Low-stock Message,Product Page,1
"Mher from San Angelo, TX Recently made a purchase with Crossrope",Periodic popup,Social Proof,Activity Notification,Product Page,1
"There's no obligation to buy as an Xtra VIP Member, nor is there any minimum number of months or commitment for membership. You can shop or ‘Skip’ by the 5th of each month, and you can cancel your membership at any time by calling (855) SAVAGEX (open 24/7).",Call to cancel,Obstruction,Hard to Cancel,Cart Page,1
3 left in stock,Product detail,Scarcity,Low-stock Message,Product Page,1
No thanks. I love chaos!,Popup,Misdirection,Confirmshaming,Product Page,1
 By Doug,Product detail,Not Dark Pattern,Activity Notification,Product Page,0
"No thanks, I like paying full price",Popup,Misdirection,Confirmshaming,Product Page,1
Show Cart,Product detail,Not Dark Pattern,Activity Notification,Cart Page,0
Lean To Sheds,Popup,Not Dark Pattern,Confirmshaming,Product Page,0
 Cordless Phones For Seniors ,Product detail,Not Dark Pattern,Limited-time Message,Product Page,0
ONLY 9 LEFT,Product detail,Scarcity,Low-stock Message,Product Page,1
"No Thanks, I don't want official software at the best price.",Popup,Misdirection,Confirmshaming,Product Page,1
 Bra Panty Set ,Periodic popup,Not Dark Pattern,Activity Notification,Product Page,0
DressesFootwearHatsHoodies & SweatshirtsJerseysPantsSleepwear & UnderwearSwim CollectionT-ShirtsSale Items- View All -,Product detail,Not Dark Pattern,Low-stock Message,Product Page,0
Only 4 left in stock,Product detail,Scarcity,Low-stock Message,Product Page,1
Trending Players,Product image,Not Dark Pattern,Activity Notification,Product Page,0
10 Left in stock,Product detail,Scarcity,Low-stock Message,Product Page,1
Collin P. from Grandview Missouri just bought BURGUNDY TWO BUTTON SUIT ABOUT 5 SECONDS AGO,Periodic popup,Social Proof,Activity Notification,Product Page,1
"Faith in Glendale, United States purchased a Choose Your Flavors 5 Bag Sample Pack (Whole Bean) about 1 hour ago",Periodic popup,Social Proof,Activity Notification,Product Page,1
Sharmeen Atif From Karachi just bought Stylish Metal Glasses Frames For Kids-Assorted-NA7157,Periodic popup,Social Proof,Activity Notification,Product Page,1
9 people are viewing this.,Product detail,Social Proof,Activity Notification,Product Page,1
5338 people viewed this in the last hour,Periodic popup,Social Proof,Activity Notification,Product Page,1
"Keith in Champaign, Illinois bought Mini USB Audio Cassette to MP3 Converterabout 56 minutes ago",Periodic popup,Social Proof,Activity Notification,Product Page,1
Jamie from Eloy United States purchased a CBD Oil Vape Additives 4 Pack About 7 hours ago,Periodic popup,Social Proof,Activity Notification,Product Page,1
"Someone in Kilwinning, United Kingdom just bought Cuban Link Chain Bracelet",Periodic popup,Social Proof,Activity Notification,Product Page,1
"Chelsea in Burlington, Wisconsin bought Take Out The Boat Jumpsuit, Blackabout 13 minutes ago",Periodic popup,Social Proof,Activity Notification,Product Page,1
"Crystal Li in Flushing, United States purchased a",Periodic popup,Social Proof,Activity Notification,Product Page,1
🔥 2 people are looking right now,Product detail,Social Proof,Activity Notification,Product Page,1
3 people bought this item last week.,Product detail,Social Proof,Activity Notification,Product Page,1
31 people seeing this product right now,Popup in lower left corner,Social Proof,Activity Notification,Product Page,1
"Ken in Oakland, United States purchased a Dreamville Hoodie a month ago",Periodic popup,Social Proof,Activity Notification,Product Page,1
19 people have viewed this item,Right side,Social Proof,Activity Notification,Product Page,1
Rebecca in Buffalo just bought Sateen Twill Swatchabout 1 hour ago,Periodic popup,Social Proof,Activity Notification,Product Page,1
"Someone from Menlo Park, California just purchased Electric Skateboard Motor 6374 190KV.",Periodic popup,Social Proof,Activity Notification,Product Page,1
2 people are looking at this listing now,Product detail,Social Proof,Activity Notification,Product Page,1
4 sold in last 5 hours,Above product detail. Hardcoded in JS.,Social Proof,Activity Notification,Product Page,1
72 Viewing This Product,Below product detail. Hardcoded in JS.,Social Proof,Activity Notification,Product Page,1
"Mitchell H. Purchased a Dimplex IgniteXL 100"" Linear Built in Electric Fireplace",Periodic popup. Hardcoded in JS.,Social Proof,Activity Notification,Product Page,1
Favored By: 400 people!,Product detail,Social Proof,Activity Notification,Product Page,1
"Annie in Cheras, Malaysia just bought: An Abundance of Flowers - Van-Go Paint-By-Number Kit",Periodic popup,Social Proof,Activity Notification,Product Page,1
"Kamal in Lathrop, United States purchased a Father Sons Super Slim Stretch Feather Print Long Sleeve - FS429 4 hours ago",Periodic popup,Social Proof,Activity Notification,Product Page,1
"Another babe in Alexandria, United States just ordered Flat Tummy Tea",Periodic popup,Social Proof,Activity Notification,Product Page,1
Someone purchased a FORWARD REVIVE WOMEN'S RED WHITE HUSTLE T-SHIRT 32 minutes ago,Periodic popup. Hardcoded in JS.,Social Proof,Activity Notification,Product Page,1
Real time 30 Visitor right now,Product detail. Randomized.,Social Proof,Activity Notification,Product Page,1
9 sold in last 4 hours,Product detail. Randomized.,Social Proof,Activity Notification,Product Page,1
"Someone from Cape Town, Western Cape, South Africa just started buying Packable Travel Duffel Bag! 5 minutes ago",Periodic popup,Social Proof,Activity Notification,Product Page,1
61 people have already bought that product today with 50% discount,Product detail,Social Proof,Activity Notification,Product Page,1
"Sayeeganesh in Chennai, India just bought Dhoni the Finisher T-Shirt an hour ago",Periodic popup,Social Proof,Activity Notification,Product Page,1
"1,446 people have viewed this item",Right side popup,Social Proof,Activity Notification,Product Page,1
218 people have added this item to cart,Right side popup,Social Proof,Activity Notification,Product Page,1
11 people have purchased this item,Right side popup,Social Proof,Activity Notification,Product Page,1
Someone from Norway purchased a Super FG Grater - 12x Faster - 15% OFF,Periodic popup,Social Proof,Activity Notification,Product Page,1
38 people are viewing this,Product detail,Social Proof,Activity Notification,Product Page,1
"Someone from Rochedale, Queensland, Australia started buying this!",Product detail,Social Proof,Activity Notification,Product Page,1
39 recently purchased it,Product detail,Social Proof,Activity Notification,Product Page,1
85 have it in their cart,Product detail,Social Proof,Activity Notification,Product Page,1
"Leah Rich in Louisville, United States purchased a",Periodic popup,Social Proof,Activity Notification,Product Page,1
"Someone in Madrid, Spain just bought",Periodic popup,Social Proof,Activity Notification,Product Page,1
33 sold in last 12 hours.,Above product detail. Randomized.,Social Proof,Activity Notification,Product Page,1
78 Persons looking for this product,Above product detail. Randomized.,Social Proof,Activity Notification,Product Page,1
"Jim in Houston, USA purchased Pure Ratios: Hemp Oil CBD Patch (40mg CBD)",Periodic popup,Social Proof,Activity Notification,Product Page,1
"Tyler in Norwalk, United States purchased a",Periodic popup,Social Proof,Activity Notification,Product Page,1
"Someone in Ampang, Malaysia just bought",Periodic popup,Social Proof,Activity Notification,Product Page,1
64 users bought this product Touch: The Set - Touch XL & TouchUp Makeup Mirror Bundle,Periodic popup,Social Proof,Activity Notification,Product Page,1
"Sudha rana from Jaipur bought this product, 23 Mins ago.",Left of page,Social Proof,Activity Notification,Product Page,1
404 Orders,Product detail,Social Proof,Activity Notification,Product Page,1
Trending Style! Sold 4 times today,Product detail,Social Proof,Activity Notification,Product Page,1
"Someone in San diego, United States just bought Gemfield Watch 15 days ago",Periodic popup,Social Proof,Activity Notification,Product Page,1
"Alyssa in San Antonio, United States purchased a iTunes Japan Gift Card 10000 JPY about 35 minutes ago",Periodic popup,Social Proof,Activity Notification,Product Page,1
"Someone in Paris, France just purchased a Kanpeki Knife Set",Periodic popup,Social Proof,Activity Notification,Product Page,1
"3,081 people have viewed this item",Popup right side,Social Proof,Activity Notification,Product Page,1
166 people have added this item to cart,Popup right side,Social Proof,Activity Notification,Product Page,1
111 people have purchased this item,Popup right side,Social Proof,Activity Notification,Product Page,1
"James in Cashion, Oklahoma just bought Glossy Black Brick Geode / Amber Gradient Fast Lanes",Periodic popup,Social Proof,Activity Notification,Product Page,1
7 people have it in their cart,Product detail,Social Proof,Activity Notification,Product Page,1
1 person is viewing this,Product detail,Social Proof,Activity Notification,Product Page,1
273 units sold in the last 30 days,Product detail,Social Proof,Activity Notification,Product Page,1
"Marc in Newton, United States purchasedKTM Stand Plate Large KTM...",Periodic popup,Social Proof,Activity Notification,Product Page,1
33 people are eyeing this item!,Product detail,Social Proof,Activity Notification,Product Page,1
2 people are looking right now,Product detail,Social Proof,Activity Notification,Product Page,1
"Monira in Doha, Qatar purchased a LilyVanity™ Velvet Box",Periodic popup,Social Proof,Activity Notification,Product Page,1
Theresa from Botkins just bought Panoply 14918 A-line Lace Formal Dress,Periodic popup,Social Proof,Activity Notification,Product Page,1
"Jamie in Nashville, United States purchased",Periodic popup,Social Proof,Activity Notification,Product Page,1
117 people have viewed this item in the last 7 days.,Product image,Social Proof,Activity Notification,Product Page,1
"Sabrina in Paraparaumu, New Zealand purchased a SCHO-KA-KOLA Schokakola energy Chocolate caffeine snack food MRE caffeinated ",Periodic popup,Social Proof,Activity Notification,Product Page,1
3642 BOUGHT,Product detail,Social Proof,Activity Notification,Product Page,1
"Mounif in Pittsburgh, United States purchased",Periodic popup,Social Proof,Activity Notification,Product Page,1
2049 sold in the last 7 days,Product detail,Social Proof,Activity Notification,Product Page,1
Someone in city just added Radiance - Nebulizing Diffuser® to their cart,Periodic popup,Social Proof,Activity Notification,Product Page,1
1626 people seeing this product right now,Periodic popup. Randomized.,Social Proof,Activity Notification,Product Page,1
"Rose in Portland, United States purchased Green Eco-Friendly iPhone XR Case about 54 minutes ago",Periodic popup,Social Proof,Activity Notification,Product Page,1
In other users' carts 59,Product detail,Social Proof,Activity Notification,Product Page,1
5 Viewing This Product,Product detail,Social Proof,Activity Notification,Product Page,1
"Matthew in Charleston, South Carolina just purchased The Puffy Lux Mattress",Periodic popup,Social Proof,Activity Notification,Product Page,1
Hayden near Princeton just bought!!!: CBD VEGAN GUMMIES,Periodic popup,Social Proof,Activity Notification,Product Page,1
"Long Dress Style Beach Cover Up With Lace Detail Jessica in Metairie, United States",Periodic popup. Top left corner.,Social Proof,Activity Notification,Product Page,1
"Bobby in Decatur, United States just purchased",Periodic popup,Social Proof,Activity Notification,Product Page,1
"Jessica in Orange, United States purchased a Black 1920s Sequin Maxi Flapper Dress 12 minutes ago",Periodic popup,Social Proof,Activity Notification,Product Page,1
"2,221 people have purchased this item",Right side popup,Social Proof,Activity Notification,Product Page,1
"19,302 people have added this item to cart",Right side popup,Social Proof,Activity Notification,Product Page,1
"25,439 people have viewed this item",Right side popup,Social Proof,Activity Notification,Product Page,1
Popular item! 🔥 27 people recently purchased this.,Product detail,Social Proof,Activity Notification,Product Page,1
"BERNARD in Philadelphia, United States purchased a",Periodic popup,Social Proof,Activity Notification,Product Page,1
Limited Edition Honeycomb Necklace (Bee Inspired) Someone purchased a Limited Edition Honeycomb Necklace (Bee Inspired),"Periodic popup, hardcoded in the page source",Social Proof,Activity Notification,Product Page,1
16 recently purchased it.,Product detail,Social Proof,Activity Notification,Product Page,1
🔥 9 people are viewing this.,Product detail,Social Proof,Activity Notification,Product Page,1
3 people are looking at this product,Product detail,Social Proof,Activity Notification,Product Page,1
"Someone in Sasebo, Japan just bought",Periodic popup,Social Proof,Activity Notification,Product Page,1
More than 752 users are adding shapewear to their cart. Is your size left?,Popup,Social Proof,Activity Notification,Product Page,1
17 people have added this item to cart,Right of page,Social Proof,Activity Notification,Product Page,1
4 people have purchased this item,Right of page,Social Proof,Activity Notification,Product Page,1
161 people have viewed this item,Right of page,Social Proof,Activity Notification,Product Page,1
Someone in Egypt bought,Top right corner of page,Social Proof,Activity Notification,Product Page,1
"JOHN in Toowoomba City, Australia purchased a Resin Tank 7 hours ago",Periodic popup,Social Proof,Activity Notification,Product Page,1
"1,142 people have added to cart recently",Right side of page,Social Proof,Activity Notification,Product Page,1
"6,743 people have viewed recently",Right side of page,Social Proof,Activity Notification,Product Page,1
"Sierra in Cypress, California bought Beauty In All Dress, Dusty Blue about 46 minutes ago",Periodic popup,Social Proof,Activity Notification,Product Page,1
"Tristan in Markham, Canada purchased a Dragon Baseball Jersey",Periodic popup,Social Proof,Activity Notification,Product Page,1
Popular Item! 🔥 16 people are viewing this and 18 recently purchased it.,Product detail,Social Proof,Activity Notification,Product Page,1
105 pawrents are buying for their furkids now!,Randomized,Social Proof,Activity Notification,Product Page,1
339 users are currently active on our website,Popup in lower left corner,Social Proof,Activity Notification,Product Page,1
"William in Pago Pago, United States purchased a",Periodic popup,Social Proof,Activity Notification,Product Page,1
"Oscar from Cajamarca, Peru purchased",Periodic popup,Social Proof,Activity Notification,Product Page,1
"Debby in Harpers Ferry, United States just bought: Icing Pen Decorating Tool",Periodic popup,Social Proof,Activity Notification,Product Page,1
"Someone in Tornado, United States just bought Fresh Melon Menthol 2 hours ago",Periodic popup,Social Proof,Activity Notification,Product Page,1
"Someone in Arden Hills, United States purchased 120ml Young Napoleon | Best Strawberry Shortcake eJuice | Vaporham Lincoln eLiquid about 42 minutes ago",Periodic popup,Social Proof,Activity Notification,Product Page,1
"Someone from Huntingtown, Maryland, United States purchased TopCoat® F11® Polish & Sealer - Web Special Kits Just Now",Periodic popup,Social Proof,Activity Notification,Product Page,1
"Ken in Three Bridges, United States purchased All Zebrawood + Olive Ash",Periodic popup,Social Proof,Activity Notification,Product Page,1
"tuvia eisenberg Systematics in Tel Aviv, Israel purchased a",Periodic popup,Social Proof,Activity Notification,Product Page,1
"Someone in Alexandria, United States just bought TTDeye Queen Green Colored Contact Lenses",Periodic popup,Social Proof,Activity Notification,Product Page,1
"Jeremy in Warroad, United States purchased a",Periodic popup,Social Proof,Activity Notification,Product Page,1
1 person is looking at this item.,Product detail,Social Proof,Activity Notification,Product Page,1
Get it fast! 14 added to bag today,Product image,Social Proof,Activity Notification,Product Page,1
"Samuel in Minneapolis, United States purchased a Pod Juice Jewel Mint Cool ❄️Nicotine Salt e-Liquid 15/30ml 7 hours ago",Periodic popup,Social Proof,Activity Notification,Product Page,1
Someone in Canberra purchased\nADV.2 (Austracantha) about 41 minutes ago,Periodic popup,Social Proof,Activity Notification,Product Page,1
30 people have purchased this item,Right side of page,Social Proof,Activity Notification,Product Page,1
Purchased 6 times this week.,On product image,Social Proof,Activity Notification,Product Page,1
17 people have viewed this wine today,Product detail,Social Proof,Activity Notification,Product Page,1
24 people have purchased this wine today,Product detail,Social Proof,Activity Notification,Product Page,1
"Jonathan in Syracuse, United States just bought Electric Skateboard Battery Pack 36V 10S2P 4 hours ago",Periodic popup,Social Proof,Activity Notification,Product Page,1
8 customers have bought today,Randomized,Social Proof,Activity Notification,Cart Page,1
80 Customers are considering this product right now.,Randomized,Social Proof,Activity Notification,Product Page,1
24 sold in last 24 hours.,Randomized value and stored in cookie.,Social Proof,Activity Notification,Product Page,1
21 people looked at this during the last 24 hours,Popup in lower left corner,Social Proof,Activity Notification,Product Page,1
"Someone in Byron Bay, NSW just bought",Periodic popup,Social Proof,Activity Notification,Product Page,1
Someone in Faizabad just bought: Pretty Love Penis Sleeve 7 inch an hour 2 minutes ago,Periodic popup,Social Proof,Activity Notification,Product Page,1
Bought by 39 people in last few hours! HOT SELLER!,Product detail,Social Proof,Activity Notification,Product Page,1
23 People viewing this product,Product detail,Social Proof,Activity Notification,Product Page,1
Someone in Keilor East bought a Piranta-Edge Skinning Knife - Blaze - Havalon Knives54 minutes ago,Periodic popup,Social Proof,Activity Notification,Product Page,1
1 other customers have this item in their shopping cart,Product detail,Social Proof,Activity Notification,Product Page,1
8 people are looking at this artwork,Product detail,Social Proof,Activity Notification,Product Page,1
104 people viewed this product recently!,Popup in right corner,Social Proof,Activity Notification,Product Page,1
5 people are looking at this product right now,Product detail,Social Proof,Activity Notification,Product Page,1
19 people viewed this product per day,Product detail,Social Proof,Activity Notification,Product Page,1
6 other people looking at this item,Product detail. Randomized.,Social Proof,Activity Notification,Product Page,1
"Edwin in Woodland Park, NJ just bought",Periodic popup,Social Proof,Activity Notification,Product Page,1
65% of our customers added Surefit protection this year.,,Social Proof,Activity Notification,Cart Page,1
3 PEOPLE VIEWING,Product detail,Social Proof,Activity Notification,Product Page,1
"Synne Kristine in Halden, bought Classic Bokksu Subscription (Billed Every 1 Month) (Ships every 1 Months) about 45 minutes ago",Periodic popup,Social Proof,Activity Notification,Product Page,1
24 people currently interested,Product image carousel,Social Proof,Activity Notification,Product Page,1
"Someone in Culgoa, Australia purchased Savelli Epic Mens Comfortable Leather Lace Up Boots Made In Brazil",Periodic popup,Social Proof,Activity Notification,Product Page,1
3 people are looking at this item right now,Product detail,Social Proof,Activity Notification,Product Page,1
"Someone in Saint Kilda, Victoria purchased Frank Queen Size Bed Base",Periodic popup,Social Proof,Activity Notification,Product Page,1
DON'T LET 'EM GET AWAY Several people have recently viewed this item.,Popup. When you try to exit the page.,Social Proof,Activity Notification,Cart Page,1
7 users have looked at this product in the past 6 minutes,Randomized,Social Proof,Activity Notification,Product Page,1
"IBKUL Solid Mock Neck Half Zip Pullover purchased from Clinton, MD, US 1 minute ago",Periodic popup,Social Proof,Activity Notification,Product Page,1
12 recently purchased it.,Product detail,Social Proof,Activity Notification,Product Page,1
2 people are viewing this,Product detail,Social Proof,Activity Notification,Product Page,1
Someone from Airdrie & 10820 others bought this item recently.,Product detail,Social Proof,Activity Notification,Product Page,1
Someone in Yanchep bought a 52mm Mechanical 'Performance' Boost Gauge - Blue/White 9 seconds ago,Periodic popup,Social Proof,Activity Notification,Product Page,1
THIS PRODUCT HAS BEEN VIEWED 480 TIMES IN THE LAST 48 HOURS,On product image,Social Proof,Activity Notification,Product Page,1
89 currently viewing,Product detail,Social Proof,Activity Notification,Product Page,1
"Our most recent customers are from New Rochelle, Roseville, and Brooksville",Top left corner popup,Social Proof,Activity Notification,Product Page,1
HOT PRODUCT Over 250 people are looking at this item.,Product image,Social Proof,Activity Notification,Product Page,1
Other people want this. 10 people have this in their cart right now.,Below the cart button. Randomized.,Social Proof,Activity Notification,Product Page,1
88 PEOPLE VIEWED ITEM IN THE LAST 24 HOURS,Above product image,Social Proof,Activity Notification,Product Page,1
143 BOUGHT,Product detail,Social Proof,Activity Notification,Product Page,1
"JULIE in Oak Brook, United States purchased a Watercolor Brush Pens 24 Refillable Colors with Travel Case about 10 hours ago",Periodic popup,Social Proof,Activity Notification,Product Page,1
5338 people bought this,Product image. Adds 21 to count when less than some number.,Social Proof,Activity Notification,Product Page,1
"Denise in Saluda, Virginia bought Terani Couture - 1911E9095 Embroidered Asymmetric Neck Mermaid Gown",Periodic popup,Social Proof,Activity Notification,Product Page,1
"Mher from San Angelo, TX Recently made a purchase with Crossrope",Periodic popup,Social Proof,Activity Notification,Product Page,1
"Son in Suisun City, United States purchased Commander Lex",Periodic popup,Social Proof,Activity Notification,Product Page,1
31 have it in their cart,Product detail. Randomized.,Social Proof,Activity Notification,Product Page,1
69 people are viewing this,Product detail. Randomized.,Social Proof,Activity Notification,Product Page,1
"Rick in Columbia, United States purchased a",Periodic popup,Social Proof,Activity Notification,Product Page,1
"Someone in DOVER, United States just bought Crew 15 mins ago",Periodic popup,Social Proof,Activity Notification,Product Page,1
James from Colonia purchased a,Periodic popup,Social Proof,Activity Notification,Product Page,1
Someone in New Lynn bought a Kogan A1 Earphones with Inline Control for IOS/Android 1 hour ago.,Periodic popup,Social Proof,Activity Notification,Product Page,1
146 people recently purchased this.,Product detail,Social Proof,Activity Notification,Product Page,1
"estiven in Deer Park, United States purchased PreWash™ 4 oz",Lower left corner,Social Proof,Activity Notification,Product Page,1
9 people are currently viewing this product,Top right corner,Social Proof,Activity Notification,Product Page,1
"Michael M. from Lacey, WA just bought a Cal King",Right corner,Social Proof,Activity Notification,Product Page,1
1 people bought Jotter To Do Refill in the last few hours,Popup in the bottom of page,Social Proof,Activity Notification,Product Page,1
308 viewed per day,Product detail,Social Proof,Activity Notification,Product Page,1
7 sold in last 24 hours,Product detail,Social Proof,Activity Notification,Product Page,1
2 viewed per hour,Product detail,Social Proof,Activity Notification,Product Page,1
"Jeremy in Stockton, United States purchased a",Periodic popup,Social Proof,Activity Notification,Product Page,1
57 PEOPLE HAVE LOOKED AT THIS TODAY,Product image corner,Social Proof,Activity Notification,Product Page,1
This is in 5 other carts.,Product detail hover,Social Proof,Activity Notification,Product Page,1
Purchased 8 times in the last few days.,Product image,Social Proof,Activity Notification,Product Page,1
6 people have looked at this in the last few hrs.,Product image,Social Proof,Activity Notification,Product Page,1
"Joe M from , Bought a Cartoon Caterpillar Rigged 3D Model Recently",Periodic popup. Hardcoded.,Social Proof,Activity Notification,Product Page,1
Someone in Bacchus Marsh bought a Noosa Basics Deodorant Stick - Sensitive (60g) 27 seconds ago,Periodic popup,Social Proof,Activity Notification,Product Page,1
